# PGM       : FAST
# Author    : Chuntao Chang
# Inf       : satNum Count Statistics
# Time      : 2025-06-01 20:22:52
#             END OF HEADER

+SYS
 gSys  AVE  MIN  MAX
--------------------
    G 11.3    8   14
    E 10.5    6   14
    R  8.0    6   11
    C 22.9   18   28
    J  0.7    0    2
  ALL 53.4   46   62
--------------------
-SYS

+SAT
               epoch    G   E   R   C   J ALL
 2025-01-01 08:31:00   12  14   8  26   1  61
 2025-01-01 08:31:30   12  14   9  26   1  62
 2025-01-01 08:32:00   12  14   9  26   1  62
 2025-01-01 08:32:30   12  14   9  26   1  62
 2025-01-01 08:33:00   11  14   9  26   1  61
 2025-01-01 08:33:30   11  14   9  26   1  61
 2025-01-01 08:34:00   11  14   9  25   1  60
 2025-01-01 08:34:30   12  14   9  25   1  61
 2025-01-01 08:35:00   11  14   9  25   1  60
 2025-01-01 08:35:30   11  14   9  25   1  60
 2025-01-01 08:36:00   11  14   9  25   1  60
 2025-01-01 08:36:30   12  14   9  25   1  61
 2025-01-01 08:37:00   12  14   9  25   1  61
 2025-01-01 08:37:30   12  14   9  25   1  61
 2025-01-01 08:38:00   12  14   9  25   1  61
 2025-01-01 08:38:30   12  14   9  25   1  61
 2025-01-01 08:39:00   12  14   9  25   1  61
 2025-01-01 08:39:30   12  14   9  25   1  61
 2025-01-01 08:40:00   12  14   9  25   1  61
 2025-01-01 08:40:30   12  13   9  25   1  60
 2025-01-01 08:41:00   12  13   9  25   1  60
 2025-01-01 08:41:30   12  13   9  24   1  59
 2025-01-01 08:42:00   12  13   9  24   1  59
 2025-01-01 08:42:30   12  13   9  25   1  60
 2025-01-01 08:43:00   12  13   9  25   1  60
 2025-01-01 08:43:30   12  13   9  25   1  60
 2025-01-01 08:44:00   12  13   9  25   1  60
 2025-01-01 08:44:30   12  13   9  25   1  60
 2025-01-01 08:45:00   12  13   9  25   1  60
 2025-01-01 08:45:30   12  13   9  25   1  60
 2025-01-01 08:46:00   12  13   9  25   1  60
 2025-01-01 08:46:30   12  13   9  25   1  60
 2025-01-01 08:47:00   12  13   9  25   1  60
 2025-01-01 08:47:30   12  13   9  25   1  60
 2025-01-01 08:48:00   12  13   9  25   1  60
 2025-01-01 08:48:30   12  13   9  25   1  60
 2025-01-01 08:49:00   12  13   9  25   1  60
 2025-01-01 08:49:30   12  13   9  25   1  60
 2025-01-01 08:50:00   12  12   9  25   1  59
 2025-01-01 08:50:30   12  12   9  25   1  59
 2025-01-01 08:51:00   12  12   8  25   1  58
 2025-01-01 08:51:30   12  12   9  25   1  59
 2025-01-01 08:52:00   12  12   9  24   1  58
 2025-01-01 08:52:30   12  12   9  25   1  59
 2025-01-01 08:53:00   12  12   8  25   1  58
 2025-01-01 08:53:30   12  12   8  25   1  58
 2025-01-01 08:54:00   12  12   9  24   1  58
 2025-01-01 08:54:30   12  12   9  25   1  59
 2025-01-01 08:55:00   12  12   8  25   1  58
 2025-01-01 08:55:30   12  12   9  24   1  58
 2025-01-01 08:56:00   12  12   9  24   1  58
 2025-01-01 08:56:30   12  12   9  24   0  57
 2025-01-01 08:57:00   12  12   9  24   0  57
 2025-01-01 08:57:30   12  12   8  24   0  56
 2025-01-01 08:58:00   12  12   9  24   0  57
 2025-01-01 08:58:30   12  12   9  24   0  57
 2025-01-01 08:59:00   12  12   9  24   0  57
 2025-01-01 08:59:30   12  12   9  23   0  56
 2025-01-01 09:00:00   12  12   8  24   0  56
 2025-01-01 09:00:30   12  12   9  23   0  56
 2025-01-01 09:01:00   12  12   9  23   0  56
 2025-01-01 09:01:30   12  11   9  23   0  55
 2025-01-01 09:02:00   12  11   9  23   0  55
 2025-01-01 09:02:30   12  11   7  23   0  53
 2025-01-01 09:03:00   12  11   7  23   0  53
 2025-01-01 09:03:30   12  11   7  23   0  53
 2025-01-01 09:04:00   12  11   7  23   0  53
 2025-01-01 09:04:30   12  11   7  23   0  53
 2025-01-01 09:05:00   12  11   7  23   0  53
 2025-01-01 09:05:30   12  11   7  23   0  53
 2025-01-01 09:06:00   12  11   7  23   0  53
 2025-01-01 09:06:30   12  11   7  23   0  53
 2025-01-01 09:07:00   12  11   7  23   0  53
 2025-01-01 09:07:30   13  11   7  23   0  54
 2025-01-01 09:08:00   13  11   7  23   0  54
 2025-01-01 09:08:30   13  11   7  23   0  54
 2025-01-01 09:09:00   13  11   7  23   0  54
 2025-01-01 09:09:30   13  11   7  23   0  54
 2025-01-01 09:10:00   13  11   7  23   0  54
 2025-01-01 09:10:30   13  11   7  23   0  54
 2025-01-01 09:11:00   13  11   7  23   0  54
 2025-01-01 09:11:30   13  11   7  23   0  54
 2025-01-01 09:12:00   13  11   7  23   0  54
 2025-01-01 09:12:30   13  11   7  23   0  54
 2025-01-01 09:13:00   13  11   7  23   0  54
 2025-01-01 09:13:30   13  11   7  23   0  54
 2025-01-01 09:14:00   13  11   7  23   0  54
 2025-01-01 09:14:30   13  11   7  23   0  54
 2025-01-01 09:15:00   13  11   7  23   0  54
 2025-01-01 09:15:30   13  11   7  22   0  53
 2025-01-01 09:16:00   13  11   7  22   0  53
 2025-01-01 09:16:30   13  11   7  23   0  54
 2025-01-01 09:17:00   13  11   7  23   0  54
 2025-01-01 09:17:30   13  11   7  23   0  54
 2025-01-01 09:18:00   13  11   7  23   0  54
 2025-01-01 09:18:30   13  11   7  23   0  54
 2025-01-01 09:19:00   13  11   7  23   0  54
 2025-01-01 09:19:30   12  11   7  24   0  54
 2025-01-01 09:20:00   12  11   7  24   0  54
 2025-01-01 09:20:30   13  11   7  24   0  55
 2025-01-01 09:21:00   13  11   7  24   0  55
 2025-01-01 09:21:30   13  11   7  24   0  55
 2025-01-01 09:22:00   13  11   7  24   0  55
 2025-01-01 09:22:30   13  11   7  24   0  55
 2025-01-01 09:23:00   13  11   7  24   0  55
 2025-01-01 09:23:30   13  11   7  24   0  55
 2025-01-01 09:24:00   13  11   7  24   0  55
 2025-01-01 09:24:30   13  11   7  24   0  55
 2025-01-01 09:25:00   13  11   7  24   0  55
 2025-01-01 09:25:30   13  11   7  24   0  55
 2025-01-01 09:26:00   13  11   7  24   0  55
 2025-01-01 09:26:30   13  11   7  24   0  55
 2025-01-01 09:27:00   13  11   7  24   0  55
 2025-01-01 09:27:30   13  11   7  24   0  55
 2025-01-01 09:28:00   13  11   7  24   0  55
 2025-01-01 09:28:30   13  11   7  24   0  55
 2025-01-01 09:29:00   13  11   7  24   1  56
 2025-01-01 09:29:30   13  11   7  24   1  56
 2025-01-01 09:30:00   13  11   7  24   1  56
 2025-01-01 09:30:30   13  11   7  24   1  56
 2025-01-01 09:31:00   13  11   7  24   1  56
 2025-01-01 09:31:30   13  11   7  25   0  56
 2025-01-01 09:32:00   13  11   7  25   0  56
 2025-01-01 09:32:30   13  11   7  25   0  56
 2025-01-01 09:33:00   13  11   7  25   0  56
 2025-01-01 09:33:30   13  11   7  25   0  56
 2025-01-01 09:34:00   13  11   7  25   0  56
 2025-01-01 09:34:30   13  11   7  25   0  56
 2025-01-01 09:35:00   13  11   7  25   0  56
 2025-01-01 09:35:30   13  11   7  25   0  56
 2025-01-01 09:36:00   13  11   7  25   0  56
 2025-01-01 09:36:30   13  11   7  25   0  56
 2025-01-01 09:37:00   13  11   7  25   0  56
 2025-01-01 09:37:30   13  11   7  25   0  56
 2025-01-01 09:38:00   13  11   7  25   0  56
 2025-01-01 09:38:30   13  11   7  25   0  56
 2025-01-01 09:39:00   13  11   7  25   0  56
 2025-01-01 09:39:30   13  11   7  25   0  56
 2025-01-01 09:40:00   13  11   7  25   0  56
 2025-01-01 09:40:30   13  11   7  25   0  56
 2025-01-01 09:41:00   13  11   7  25   0  56
 2025-01-01 09:41:30   13  11   7  25   0  56
 2025-01-01 09:42:00   13  11   7  24   0  55
 2025-01-01 09:42:30   13  11   7  24   0  55
 2025-01-01 09:43:00   13  11   7  25   0  56
 2025-01-01 09:43:30   13  11   7  25   0  56
 2025-01-01 09:44:00   13  11   7  25   0  56
 2025-01-01 09:44:30   13  11   7  25   0  56
 2025-01-01 09:45:00   12  11   7  24   0  54
 2025-01-01 09:45:30   12  11   7  24   0  54
 2025-01-01 09:46:00   13  11   7  24   0  55
 2025-01-01 09:46:30   13  11   7  24   0  55
 2025-01-01 09:47:00   13  11   7  24   0  55
 2025-01-01 09:47:30   13  11   7  24   0  55
 2025-01-01 09:48:00   13  11   7  23   0  54
 2025-01-01 09:48:30   12  11   7  23   0  53
 2025-01-01 09:49:00   12  11   7  22   0  52
 2025-01-01 09:49:30   11  11   7  23   0  52
 2025-01-01 09:50:00   11  11   7  23   0  52
 2025-01-01 09:50:30   11  11   7  23   0  52
 2025-01-01 09:51:00   11  11   7  23   0  52
 2025-01-01 09:51:30   11  11   7  23   0  52
 2025-01-01 09:52:00   11  11   7  23   0  52
 2025-01-01 09:52:30   11  11   7  23   0  52
 2025-01-01 09:53:00   11  11   7  23   0  52
 2025-01-01 09:53:30   11  11   7  22   0  51
 2025-01-01 09:54:00   11  11   7  22   0  51
 2025-01-01 09:54:30   11  11   7  23   0  52
 2025-01-01 09:55:00   11  11   7  23   0  52
 2025-01-01 09:55:30   11  11   7  23   0  52
 2025-01-01 09:56:00   11  11   7  23   0  52
 2025-01-01 09:56:30   11  11   7  23   0  52
 2025-01-01 09:57:00   11  11   7  23   0  52
 2025-01-01 09:57:30   11  11   7  23   0  52
 2025-01-01 09:58:00   11  11   7  23   0  52
 2025-01-01 09:58:30   11  11   7  23   0  52
 2025-01-01 09:59:00   11  11   7  22   0  51
 2025-01-01 09:59:30   11  11   7  22   0  51
 2025-01-01 10:00:00   11  11   7  22   0  51
 2025-01-01 10:00:30   11  11   7  22   0  51
 2025-01-01 10:01:00   11  11   7  22   0  51
 2025-01-01 10:01:30   11  11   7  22   0  51
 2025-01-01 10:02:00   11  11   7  22   0  51
 2025-01-01 10:02:30   11  11   7  22   0  51
 2025-01-01 10:03:00   11  11   7  22   0  51
 2025-01-01 10:03:30   11  11   7  22   0  51
 2025-01-01 10:04:00   11  11   7  22   0  51
 2025-01-01 10:04:30   11  11   7  22   0  51
 2025-01-01 10:05:00   11  11   7  22   0  51
 2025-01-01 10:05:30   11  11   7  22   0  51
 2025-01-01 10:06:00   11  11   7  22   0  51
 2025-01-01 10:06:30   11  11   7  22   0  51
 2025-01-01 10:07:00   11  11   7  22   0  51
 2025-01-01 10:07:30   11  11   7  22   0  51
 2025-01-01 10:08:00   11  11   7  22   0  51
 2025-01-01 10:08:30   11  11   7  22   0  51
 2025-01-01 10:09:00   11  11   7  22   0  51
 2025-01-01 10:09:30   11  10   8  22   0  51
 2025-01-01 10:10:00   11  10   8  22   0  51
 2025-01-01 10:10:30   12  10   8  22   0  52
 2025-01-01 10:11:00   11  10   8  22   0  51
 2025-01-01 10:11:30   12  10   8  22   0  52
 2025-01-01 10:12:00   12  10   8  22   0  52
 2025-01-01 10:12:30   12  10   8  22   0  52
 2025-01-01 10:13:00   12  10   8  22   0  52
 2025-01-01 10:13:30   12   9   8  22   0  51
 2025-01-01 10:14:00   12   9   8  22   0  51
 2025-01-01 10:14:30   12   9   8  22   0  51
 2025-01-01 10:15:00   12   9   9  22   0  52
 2025-01-01 10:15:30   12   9   9  22   0  52
 2025-01-01 10:16:00   12   9   9  22   0  52
 2025-01-01 10:16:30   12   9   9  22   0  52
 2025-01-01 10:17:00   12   9   9  22   0  52
 2025-01-01 10:17:30   12   9   9  22   0  52
 2025-01-01 10:18:00   12   9   9  22   0  52
 2025-01-01 10:18:30   12   9   9  22   0  52
 2025-01-01 10:19:00   12   9   9  22   0  52
 2025-01-01 10:19:30   12   9   9  22   0  52
 2025-01-01 10:20:00   12   9   9  22   0  52
 2025-01-01 10:20:30   12   9   9  22   0  52
 2025-01-01 10:21:00   12   9   9  22   0  52
 2025-01-01 10:21:30   12   9   9  22   0  52
 2025-01-01 10:22:00   12   9   9  22   0  52
 2025-01-01 10:22:30   12   9   9  22   0  52
 2025-01-01 10:23:00   12   9   9  22   0  52
 2025-01-01 10:23:30   12   9   9  23   0  53
 2025-01-01 10:24:00   12   9   9  23   0  53
 2025-01-01 10:24:30   12   9   9  23   0  53
 2025-01-01 10:25:00   12   9   9  23   0  53
 2025-01-01 10:25:30   12   9   8  23   0  52
 2025-01-01 10:26:00   12  10   8  23   0  53
 2025-01-01 10:26:30   12  10   8  23   0  53
 2025-01-01 10:27:00   12  10   8  23   0  53
 2025-01-01 10:27:30   12  10   8  23   0  53
 2025-01-01 10:28:00   12  10   8  23   0  53
 2025-01-01 10:28:30   12  10   8  23   0  53
 2025-01-01 10:29:00   12  10   8  23   0  53
 2025-01-01 10:29:30   12  10   8  23   0  53
 2025-01-01 10:30:00   12  10   8  23   0  53
 2025-01-01 10:30:30   12  10   8  23   0  53
 2025-01-01 10:31:00   12  10   8  23   0  53
 2025-01-01 10:31:30   12  10   8  23   0  53
 2025-01-01 10:32:00   12  10   8  23   0  53
 2025-01-01 10:32:30   12  10   8  23   0  53
 2025-01-01 10:33:00   12  10   8  23   0  53
 2025-01-01 10:33:30   12  10   8  23   0  53
 2025-01-01 10:34:00   12  10   8  23   0  53
 2025-01-01 10:34:30   12  10   8  23   0  53
 2025-01-01 10:35:00   12  11   8  23   0  54
 2025-01-01 10:35:30   12  11   8  23   0  54
 2025-01-01 10:36:00   11  11   8  23   0  53
 2025-01-01 10:36:30   11  11   8  23   0  53
 2025-01-01 10:37:00   11  11   8  23   0  53
 2025-01-01 10:37:30   11  11   8  23   0  53
 2025-01-01 10:38:00   11  11   8  23   0  53
 2025-01-01 10:38:30   11  11   8  23   0  53
 2025-01-01 10:39:00   11  11   8  23   0  53
 2025-01-01 10:39:30   11  11   8  23   0  53
 2025-01-01 10:40:00   11  11   8  23   0  53
 2025-01-01 10:40:30   11  11   8  22   0  52
 2025-01-01 10:41:00   11  11   8  23   0  53
 2025-01-01 10:41:30   11  11   8  23   0  53
 2025-01-01 10:42:00   11  11   7  23   0  52
 2025-01-01 10:42:30   11  11   7  23   0  52
 2025-01-01 10:43:00   11  11   7  23   0  52
 2025-01-01 10:43:30   11  11   7  23   0  52
 2025-01-01 10:44:00   11  11   7  23   0  52
 2025-01-01 10:44:30   11  11   7  23   0  52
 2025-01-01 10:45:00   11  11   7  23   0  52
 2025-01-01 10:45:30   11  11   7  23   0  52
 2025-01-01 10:46:00   11  11   7  23   0  52
 2025-01-01 10:46:30   11  11   7  23   0  52
 2025-01-01 10:47:00   11  11   7  23   0  52
 2025-01-01 10:47:30   11  11   7  23   0  52
 2025-01-01 10:48:00   11  11   7  23   0  52
 2025-01-01 10:48:30   11  11   7  23   0  52
 2025-01-01 10:49:00   11  11   7  23   0  52
 2025-01-01 10:49:30   11  11   7  23   0  52
 2025-01-01 10:50:00   11  11   7  23   0  52
 2025-01-01 10:50:30   11  11   7  23   0  52
 2025-01-01 10:51:00   11  11   7  23   0  52
 2025-01-01 10:51:30   11  11   7  23   0  52
 2025-01-01 10:52:00   11  11   7  22   0  51
 2025-01-01 10:52:30   11  11   7  22   0  51
 2025-01-01 10:53:00   11  11   7  23   0  52
 2025-01-01 10:53:30   11  11   7  23   0  52
 2025-01-01 10:54:00   11  11   7  22   0  51
 2025-01-01 10:54:30   11  11   7  22   0  51
 2025-01-01 10:55:00   11  11   7  23   0  52
 2025-01-01 10:55:30   11  11   7  23   0  52
 2025-01-01 10:56:00   11  11   7  23   0  52
 2025-01-01 10:56:30   11  11   7  23   0  52
 2025-01-01 10:57:00   11  11   7  22   0  51
 2025-01-01 10:57:30   11  11   7  22   0  51
 2025-01-01 10:58:00   10  11   7  22   0  50
 2025-01-01 10:58:30   10  11   7  23   0  51
 2025-01-01 10:59:00   10  11   7  23   0  51
 2025-01-01 10:59:30   10  11   7  22   0  50
 2025-01-01 11:00:00   10  11   7  22   0  50
 2025-01-01 11:00:30   10  11   7  22   0  50
 2025-01-01 11:01:00   10  11   7  22   0  50
 2025-01-01 11:01:30   10  11   7  22   0  50
 2025-01-01 11:02:00   10  10   8  22   0  50
 2025-01-01 11:02:30   10  11   7  22   0  50
 2025-01-01 11:03:00   10  10   7  22   0  49
 2025-01-01 11:03:30   10  10   7  22   0  49
 2025-01-01 11:04:00   10  10   7  22   0  49
 2025-01-01 11:04:30   10   9   8  22   0  49
 2025-01-01 11:05:00   10   9   8  22   0  49
 2025-01-01 11:05:30   10   9   8  23   0  50
 2025-01-01 11:06:00   10   9   8  23   0  50
 2025-01-01 11:06:30   10  10   8  23   0  51
 2025-01-01 11:07:00   10  10   8  23   0  51
 2025-01-01 11:07:30   10  10   8  23   0  51
 2025-01-01 11:08:00   10  10   8  23   0  51
 2025-01-01 11:08:30   10   9   8  23   0  50
 2025-01-01 11:09:00   10   9   8  23   0  50
 2025-01-01 11:09:30   10   9   8  23   0  50
 2025-01-01 11:10:00    9   9   8  23   0  49
 2025-01-01 11:10:30    9   9   8  23   0  49
 2025-01-01 11:11:00    9   9   8  23   0  49
 2025-01-01 11:11:30    9  10   8  23   0  50
 2025-01-01 11:12:00    9   9   8  23   0  49
 2025-01-01 11:12:30    9   9   8  23   0  49
 2025-01-01 11:13:00    9  10   8  23   0  50
 2025-01-01 11:13:30    9   9   8  23   0  49
 2025-01-01 11:14:00    9   9   8  23   0  49
 2025-01-01 11:14:30    9   9   8  23   0  49
 2025-01-01 11:15:00    9   9   8  23   0  49
 2025-01-01 11:15:30    9   9   8  23   0  49
 2025-01-01 11:16:00   10   9   8  23   0  50
 2025-01-01 11:16:30   10   9   8  23   0  50
 2025-01-01 11:17:00   10   9   8  23   0  50
 2025-01-01 11:17:30   10   9   8  23   0  50
 2025-01-01 11:18:00   10   9   8  23   0  50
 2025-01-01 11:18:30   10   9   8  23   0  50
 2025-01-01 11:19:00   10   9   8  23   0  50
 2025-01-01 11:19:30   10   9   8  22   0  49
 2025-01-01 11:20:00   10   9   8  22   0  49
 2025-01-01 11:20:30   10   9   8  22   0  49
 2025-01-01 11:21:00   10   9   8  22   0  49
 2025-01-01 11:21:30   10   9   8  22   0  49
 2025-01-01 11:22:00   10   9   8  22   0  49
 2025-01-01 11:22:30   10   9   8  22   0  49
 2025-01-01 11:23:00   10   9   8  22   0  49
 2025-01-01 11:23:30   10   8   8  21   0  47
 2025-01-01 11:24:00   10   8   8  21   0  47
 2025-01-01 11:24:30   10   8   8  21   0  47
 2025-01-01 11:25:00   10   8   8  21   0  47
 2025-01-01 11:25:30   10   8   8  21   0  47
 2025-01-01 11:26:00   10   8   9  21   0  48
 2025-01-01 11:26:30   10   8   9  21   0  48
 2025-01-01 11:27:00   10   8   9  21   0  48
 2025-01-01 11:27:30   10   8   9  21   0  48
 2025-01-01 11:28:00   10   8   9  21   0  48
 2025-01-01 11:28:30   10   8   9  21   0  48
 2025-01-01 11:29:00   10   8   9  21   0  48
 2025-01-01 11:29:30   10   8   9  21   0  48
 2025-01-01 11:30:00   10   8   9  21   0  48
 2025-01-01 11:30:30   10   8   9  21   0  48
 2025-01-01 11:31:00   10   8   9  21   0  48
 2025-01-01 11:31:30   10   8   9  21   0  48
 2025-01-01 11:32:00   10   8   9  21   0  48
 2025-01-01 11:32:30   10   8   9  21   0  48
 2025-01-01 11:33:00   10   8   9  21   0  48
 2025-01-01 11:33:30   10   8   9  21   0  48
 2025-01-01 11:34:00   10   8   9  21   0  48
 2025-01-01 11:34:30   10   8   9  21   0  48
 2025-01-01 11:35:00   10   8   9  22   0  49
 2025-01-01 11:35:30   10   8   9  22   0  49
 2025-01-01 11:36:00   10   8   9  22   0  49
 2025-01-01 11:36:30   10   8   9  22   0  49
 2025-01-01 11:37:00   10   8   9  22   0  49
 2025-01-01 11:37:30   10   8   9  22   0  49
 2025-01-01 11:38:00   10   8   9  22   0  49
 2025-01-01 11:38:30   10   8   9  22   0  49
 2025-01-01 11:39:00   10   8   9  22   0  49
 2025-01-01 11:39:30   10   8   9  22   0  49
 2025-01-01 11:40:00   10   8   9  22   0  49
 2025-01-01 11:40:30   10   8   9  22   0  49
 2025-01-01 11:41:00   10   8   9  22   0  49
 2025-01-01 11:41:30   10   8   9  22   0  49
 2025-01-01 11:42:00   10   8   9  22   0  49
 2025-01-01 11:42:30   10   8   9  21   0  48
 2025-01-01 11:43:00   10   8   9  21   0  48
 2025-01-01 11:43:30   10   8   9  21   0  48
 2025-01-01 11:44:00   10   8  10  21   0  49
 2025-01-01 11:44:30   10   8  10  21   0  49
 2025-01-01 11:45:00   10   8   9  21   0  48
 2025-01-01 11:45:30   10   8  10  21   0  49
 2025-01-01 11:46:00   10   8  10  21   0  49
 2025-01-01 11:46:30   10   8  10  22   0  50
 2025-01-01 11:47:00   10   8  10  22   0  50
 2025-01-01 11:47:30   10   8  10  22   0  50
 2025-01-01 11:48:00   10   7  10  22   0  49
 2025-01-01 11:48:30   10   7  10  22   0  49
 2025-01-01 11:49:00   10   8  10  22   0  50
 2025-01-01 11:49:30   10   8  10  22   0  50
 2025-01-01 11:50:00   10   8  10  22   0  50
 2025-01-01 11:50:30   10   8  10  22   0  50
 2025-01-01 11:51:00   10   8  10  22   0  50
 2025-01-01 11:51:30   10   8  10  22   0  50
 2025-01-01 11:52:00   10   8  10  22   0  50
 2025-01-01 11:52:30   11   8  10  22   0  51
 2025-01-01 11:53:00   11   8  10  22   0  51
 2025-01-01 11:53:30   11   8  10  22   0  51
 2025-01-01 11:54:00   10   8  10  22   0  50
 2025-01-01 11:54:30   10   8  10  22   0  50
 2025-01-01 11:55:00   10   8  10  22   0  50
 2025-01-01 11:55:30   10   8  10  22   0  50
 2025-01-01 11:56:00   10   8  10  22   0  50
 2025-01-01 11:56:30   10   8  10  22   0  50
 2025-01-01 11:57:00   10   8  10  22   0  50
 2025-01-01 11:57:30   10   8  10  22   0  50
 2025-01-01 11:58:00   10   8  10  22   0  50
 2025-01-01 11:58:30   11   8  10  22   0  51
 2025-01-01 11:59:00   11   8  10  22   0  51
 2025-01-01 11:59:30   11   8  10  22   0  51
 2025-01-01 12:00:00   11   8  10  22   0  51
 2025-01-01 12:00:30   11   8  10  22   0  51
 2025-01-01 12:01:00   11   8  10  22   0  51
 2025-01-01 12:01:30   11   9  10  22   0  52
 2025-01-01 12:02:00   11   9  11  22   0  53
 2025-01-01 12:02:30   11   9  11  22   0  53
 2025-01-01 12:03:00   11   9  11  22   0  53
 2025-01-01 12:03:30   11   9  11  22   0  53
 2025-01-01 12:04:00   11   9  11  22   0  53
 2025-01-01 12:04:30   11   9  11  22   0  53
 2025-01-01 12:05:00   11   9  11  22   0  53
 2025-01-01 12:05:30   11   9  11  22   0  53
 2025-01-01 12:06:00   11   9  11  22   0  53
 2025-01-01 12:06:30   11   9  11  22   0  53
 2025-01-01 12:07:00   11   9  11  23   0  54
 2025-01-01 12:07:30   11   9  11  23   0  54
 2025-01-01 12:08:00   12   9  11  23   0  55
 2025-01-01 12:08:30   12   9  11  23   0  55
 2025-01-01 12:09:00   12   9  11  23   0  55
 2025-01-01 12:09:30   12   9  11  23   0  55
 2025-01-01 12:10:00   12   9  11  23   0  55
 2025-01-01 12:10:30   12   9  11  23   0  55
 2025-01-01 12:11:00   12   9  11  23   0  55
 2025-01-01 12:11:30   12   9  11  23   0  55
 2025-01-01 12:12:00   12   9  11  23   0  55
 2025-01-01 12:12:30   12   9  11  23   0  55
 2025-01-01 12:13:00   12   9  11  23   0  55
 2025-01-01 12:13:30   12   9  11  23   0  55
 2025-01-01 12:14:00   12   9  11  23   0  55
 2025-01-01 12:14:30   12   9  11  23   0  55
 2025-01-01 12:15:00   12   9  11  23   0  55
 2025-01-01 12:15:30   11   9  11  23   0  54
 2025-01-01 12:16:00   12   9  11  23   0  55
 2025-01-01 12:16:30   12   9  11  23   0  55
 2025-01-01 12:17:00   12   9  11  22   0  54
 2025-01-01 12:17:30   12   9  11  22   0  54
 2025-01-01 12:18:00   12   9  10  22   0  53
 2025-01-01 12:18:30   11   9  10  22   0  52
 2025-01-01 12:19:00   12   9  10  22   0  53
 2025-01-01 12:19:30   11   9  10  22   0  52
 2025-01-01 12:20:00   11   9  10  22   0  52
 2025-01-01 12:20:30   11   9  10  22   0  52
 2025-01-01 12:21:00   11   9  10  22   0  52
 2025-01-01 12:21:30   11   9  10  22   0  52
 2025-01-01 12:22:00   10   9  10  22   0  51
 2025-01-01 12:22:30   10   9  10  22   0  51
 2025-01-01 12:23:00   10   9  10  22   0  51
 2025-01-01 12:23:30   10   9  10  22   0  51
 2025-01-01 12:24:00   10   9  10  22   0  51
 2025-01-01 12:24:30   10   9  10  22   0  51
 2025-01-01 12:25:00   10   9  10  22   0  51
 2025-01-01 12:25:30   10   9  10  22   0  51
 2025-01-01 12:26:00   10   9  10  22   0  51
 2025-01-01 12:26:30   10   9  10  22   0  51
 2025-01-01 12:27:00   10   9  10  22   0  51
 2025-01-01 12:27:30   10   9  10  22   0  51
 2025-01-01 12:28:00   10   9  10  22   0  51
 2025-01-01 12:28:30   10   9  10  22   0  51
 2025-01-01 12:29:00   10   9  10  22   0  51
 2025-01-01 12:29:30   10   9  10  22   0  51
 2025-01-01 12:30:00   11   9  10  22   0  52
 2025-01-01 12:30:30   11   9   9  22   0  51
 2025-01-01 12:31:00   11   9   9  22   0  51
 2025-01-01 12:31:30   11   9   9  22   0  51
 2025-01-01 12:32:00   11   9   9  22   0  51
 2025-01-01 12:32:30   11   9   9  22   0  51
 2025-01-01 12:33:00   11   9   9  22   0  51
 2025-01-01 12:33:30   11   9   9  22   0  51
 2025-01-01 12:34:00   11   9   9  22   0  51
 2025-01-01 12:34:30   11   9   9  22   0  51
 2025-01-01 12:35:00   11   9   9  22   0  51
 2025-01-01 12:35:30   11   9   9  22   0  51
 2025-01-01 12:36:00   11   9   9  22   0  51
 2025-01-01 12:36:30   11   9   9  22   0  51
 2025-01-01 12:37:00   11   9   9  22   0  51
 2025-01-01 12:37:30   11   9   9  22   0  51
 2025-01-01 12:38:00   11   9   9  22   0  51
 2025-01-01 12:38:30   11   9   9  23   0  52
 2025-01-01 12:39:00   11   9   9  23   0  52
 2025-01-01 12:39:30   11   9   9  23   0  52
 2025-01-01 12:40:00   11   9   9  23   0  52
 2025-01-01 12:40:30   11   9   9  23   0  52
 2025-01-01 12:41:00   11   9   8  23   0  51
 2025-01-01 12:41:30   11   9   8  23   0  51
 2025-01-01 12:42:00   10   9   8  23   0  50
 2025-01-01 12:42:30   11   9   8  23   0  51
 2025-01-01 12:43:00   11   9   8  23   0  51
 2025-01-01 12:43:30   11   9   8  23   0  51
 2025-01-01 12:44:00   11  10   8  23   0  52
 2025-01-01 12:44:30   11  10   8  23   0  52
 2025-01-01 12:45:00   11  10   8  23   0  52
 2025-01-01 12:45:30   11  10   7  23   0  51
 2025-01-01 12:46:00   11  10   7  23   0  51
 2025-01-01 12:46:30   11  10   7  23   0  51
 2025-01-01 12:47:00   11  10   7  24   0  52
 2025-01-01 12:47:30   10  10   7  24   0  51
 2025-01-01 12:48:00   10  10   7  24   0  51
 2025-01-01 12:48:30   10  10   7  24   0  51
 2025-01-01 12:49:00   10  10   7  24   0  51
 2025-01-01 12:49:30   10  10   7  24   0  51
 2025-01-01 12:50:00   10  10   7  24   0  51
 2025-01-01 12:50:30   10  10   7  24   0  51
 2025-01-01 12:51:00   10  10   7  24   0  51
 2025-01-01 12:51:30   11  10   7  24   0  52
 2025-01-01 12:52:00   11  10   7  24   0  52
 2025-01-01 12:52:30   10  10   7  24   0  51
 2025-01-01 12:53:00   11  10   7  24   0  52
 2025-01-01 12:53:30   10  10   7  24   0  51
 2025-01-01 12:54:00   10  10   7  24   0  51
 2025-01-01 12:54:30   10  10   7  23   0  50
 2025-01-01 12:55:00   10  10   7  23   0  50
 2025-01-01 12:55:30    9  10   7  23   0  49
