# PGM       : FAST
# Author    : Chuntao Chang
# Inf       : satNum Count Statistics
# Time      : 2025-06-01 20:22:52
#             END OF HEADER

+SYS
 gSys  AVE  MIN  MAX
--------------------
    G 11.3    8   14
    E 10.5    6   14
    R  8.0    6   11
    C 22.9   18   28
    J  0.7    0    2
  ALL 53.4   46   62
--------------------
-SYS

+SAT
               epoch    G   E   R   C   J ALL
 2025-01-01 17:21:00   10   9   6  24   1  50
 2025-01-01 17:21:30   10   9   6  25   1  51
 2025-01-01 17:22:00   10   9   6  25   1  51
 2025-01-01 17:22:30   10   9   6  24   1  50
 2025-01-01 17:23:00   10   9   6  24   1  50
 2025-01-01 17:23:30   10   9   6  25   1  51
 2025-01-01 17:24:00   10   9   6  25   1  51
 2025-01-01 17:24:30   10   9   6  24   1  50
 2025-01-01 17:25:00   10   9   6  24   1  50
 2025-01-01 17:25:30   10   9   6  25   1  51
 2025-01-01 17:26:00   10   9   6  25   1  51
 2025-01-01 17:26:30   10   9   6  24   1  50
 2025-01-01 17:27:00   10   9   6  24   1  50
 2025-01-01 17:27:30   10   9   6  24   1  50
 2025-01-01 17:28:00   10   9   6  24   1  50
 2025-01-01 17:28:30   10   9   6  24   1  50
 2025-01-01 17:29:00   10   9   6  24   1  50
 2025-01-01 17:29:30   10   9   6  24   1  50
 2025-01-01 17:30:00   10   9   6  24   1  50
 2025-01-01 17:30:30   10   9   6  24   1  50
 2025-01-01 17:31:00   10   9   6  24   1  50
 2025-01-01 17:31:30   10   9   6  24   1  50
 2025-01-01 17:32:00   10   9   6  24   1  50
 2025-01-01 17:32:30   10   9   6  25   1  51
 2025-01-01 17:33:00   10   9   6  25   1  51
 2025-01-01 17:33:30   10   9   6  25   1  51
 2025-01-01 17:34:00   10   9   6  25   1  51
 2025-01-01 17:34:30   10   9   6  24   1  50
 2025-01-01 17:35:00   10   9   6  25   1  51
 2025-01-01 17:35:30   10   9   6  24   1  50
 2025-01-01 17:36:00   10   9   6  26   1  52
 2025-01-01 17:36:30   10   9   6  25   1  51
 2025-01-01 17:37:00   10   9   6  25   1  51
 2025-01-01 17:37:30   10   9   6  25   1  51
 2025-01-01 17:38:00   10   9   6  24   1  50
 2025-01-01 17:38:30   10   9   6  26   1  52
 2025-01-01 17:39:00   10   9   6  26   1  52
 2025-01-01 17:39:30   10   9   6  26   1  52
 2025-01-01 17:40:00   10   9   6  25   1  51
 2025-01-01 17:40:30   10   9   6  26   1  52
 2025-01-01 17:41:00   10   9   6  25   1  51
 2025-01-01 17:41:30   10   9   6  26   1  52
 2025-01-01 17:42:00   10   9   6  26   1  52
 2025-01-01 17:42:30   10   9   6  26   1  52
 2025-01-01 17:43:00   10   9   6  26   1  52
 2025-01-01 17:43:30   10   9   6  25   1  51
 2025-01-01 17:44:00   10   9   6  26   1  52
 2025-01-01 17:44:30   10   9   6  25   1  51
 2025-01-01 17:45:00   10   9   6  26   1  52
 2025-01-01 17:45:30   10   9   6  25   1  51
 2025-01-01 17:46:00   10   9   6  25   1  51
 2025-01-01 17:46:30   10   9   6  24   1  50
 2025-01-01 17:47:00   10   9   6  24   1  50
 2025-01-01 17:47:30   10   9   6  25   1  51
 2025-01-01 17:48:00   10   9   6  26   1  52
 2025-01-01 17:48:30   10   9   6  26   1  52
 2025-01-01 17:49:00   10   9   6  26   1  52
 2025-01-01 17:49:30   10   9   6  25   1  51
 2025-01-01 17:50:00   10   9   6  25   1  51
 2025-01-01 17:50:30   10   9   6  26   1  52
 2025-01-01 17:51:00   10   9   6  26   1  52
 2025-01-01 17:51:30   10   9   6  25   1  51
 2025-01-01 17:52:00   10   9   6  26   1  52
 2025-01-01 17:52:30   10   9   6  25   1  51
 2025-01-01 17:53:00   10   9   6  26   1  52
 2025-01-01 17:53:30   10   9   6  26   1  52
 2025-01-01 17:54:00   10   9   6  26   1  52
 2025-01-01 17:54:30   10   9   6  26   1  52
 2025-01-01 17:55:00   10   9   6  27   1  53
 2025-01-01 17:55:30   10   9   6  27   1  53
 2025-01-01 17:56:00   10   9   6  27   1  53
 2025-01-01 17:56:30   10   9   6  27   1  53
 2025-01-01 17:57:00   10   9   6  27   1  53
 2025-01-01 17:57:30   10   9   6  27   1  53
 2025-01-01 17:58:00   10   9   6  26   1  52
 2025-01-01 17:58:30   10   9   6  26   1  52
 2025-01-01 17:59:00   10   9   6  26   1  52
 2025-01-01 17:59:30   10   9   6  26   1  52
 2025-01-01 18:00:00   10   9   6  26   1  52
 2025-01-01 18:00:30   10   9   6  26   1  52
 2025-01-01 18:01:00   10   9   7  26   1  53
 2025-01-01 18:01:30   10   9   7  26   1  53
 2025-01-01 18:02:00   10   9   7  26   1  53
 2025-01-01 18:02:30   10   9   7  25   1  52
 2025-01-01 18:03:00   10   9   7  26   1  53
 2025-01-01 18:03:30   10   9   7  26   1  53
 2025-01-01 18:04:00   10   9   7  26   1  53
 2025-01-01 18:04:30   10   9   7  26   1  53
 2025-01-01 18:05:00   10   9   7  26   1  53
 2025-01-01 18:05:30   10   9   7  26   1  53
 2025-01-01 18:06:00   10   9   8  26   1  54
 2025-01-01 18:06:30   10   9   8  26   1  54
 2025-01-01 18:07:00   10   9   8  26   1  54
 2025-01-01 18:07:30   10   9   8  26   1  54
 2025-01-01 18:08:00   10   9   8  26   1  54
 2025-01-01 18:08:30   10   9   8  26   1  54
 2025-01-01 18:09:00   10   9   8  26   1  54
 2025-01-01 18:09:30   10   9   8  26   1  54
 2025-01-01 18:10:00   10   9   8  27   1  55
 2025-01-01 18:10:30   11   9   8  27   1  56
 2025-01-01 18:11:00   11   9   8  27   1  56
 2025-01-01 18:11:30   11   9   8  27   1  56
 2025-01-01 18:12:00   11   9   8  27   1  56
 2025-01-01 18:12:30   11   9   8  26   1  55
 2025-01-01 18:13:00   11   9   8  26   1  55
 2025-01-01 18:13:30   11   9   8  26   1  55
 2025-01-01 18:14:00   11   9   8  26   1  55
 2025-01-01 18:14:30   11   9   8  26   1  55
 2025-01-01 18:15:00   11   9   8  26   1  55
 2025-01-01 18:15:30   11   8   8  26   1  54
 2025-01-01 18:16:00   11   8   8  26   1  54
 2025-01-01 18:16:30   11   8   8  26   1  54
 2025-01-01 18:17:00   11   8   8  26   1  54
 2025-01-01 18:17:30   11   8   8  26   1  54
 2025-01-01 18:18:00   11   8   8  26   1  54
 2025-01-01 18:18:30   11   8   8  26   1  54
 2025-01-01 18:19:00   11   8   7  26   1  53
 2025-01-01 18:19:30   11   8   7  26   1  53
 2025-01-01 18:20:00   11   8   7  26   1  53
 2025-01-01 18:20:30   11   8   7  26   1  53
 2025-01-01 18:21:00   11   8   7  26   1  53
 2025-01-01 18:21:30   11   8   7  26   1  53
 2025-01-01 18:22:00   11   8   7  26   1  53
 2025-01-01 18:22:30   11   8   7  26   1  53
 2025-01-01 18:23:00   11   8   7  26   1  53
 2025-01-01 18:23:30   11   8   7  26   0  52
 2025-01-01 18:24:00   11   8   7  26   0  52
 2025-01-01 18:24:30   11   8   7  26   0  52
 2025-01-01 18:25:00   11   8   7  25   0  51
 2025-01-01 18:25:30   11   8   7  26   0  52
 2025-01-01 18:26:00   11   8   7  26   0  52
 2025-01-01 18:26:30   11   8   7  26   0  52
 2025-01-01 18:27:00   11   7   7  26   0  51
 2025-01-01 18:27:30   11   7   7  26   0  51
 2025-01-01 18:28:00   12   7   7  26   0  52
 2025-01-01 18:28:30   12   8   7  26   0  53
 2025-01-01 18:29:00   12   7   7  26   0  52
 2025-01-01 18:29:30   12   8   7  25   0  52
 2025-01-01 18:30:00   11   7   7  25   0  50
 2025-01-01 18:30:30   11   7   7  25   0  50
 2025-01-01 18:31:00   11   8   7  25   0  51
 2025-01-01 18:31:30   11   8   7  25   0  51
 2025-01-01 18:32:00   11   8   7  25   0  51
 2025-01-01 18:32:30   11   8   7  25   0  51
 2025-01-01 18:33:00   11   8   7  24   0  50
 2025-01-01 18:33:30   11   8   6  25   0  50
 2025-01-01 18:34:00   11   8   6  25   0  50
 2025-01-01 18:34:30   11   8   6  25   0  50
 2025-01-01 18:35:00   11   8   6  25   0  50
 2025-01-01 18:35:30   11   8   6  25   0  50
 2025-01-01 18:36:00   11   7   6  24   0  48
 2025-01-01 18:36:30   11   8   6  25   0  50
 2025-01-01 18:37:00   11   8   6  24   0  49
 2025-01-01 18:37:30   11   8   6  25   0  50
 2025-01-01 18:38:00   11   8   6  25   0  50
 2025-01-01 18:38:30   11   8   6  25   0  50
 2025-01-01 18:39:00   11   8   6  25   0  50
 2025-01-01 18:39:30   11   8   6  25   0  50
 2025-01-01 18:40:00   11   7   6  25   0  49
 2025-01-01 18:40:30   11   8   6  24   0  49
 2025-01-01 18:41:00   11   8   6  24   0  49
 2025-01-01 18:41:30   11   8   6  24   0  49
 2025-01-01 18:42:00   11   8   6  24   0  49
 2025-01-01 18:42:30   11   8   6  24   0  49
 2025-01-01 18:43:00   11   8   6  24   0  49
 2025-01-01 18:43:30   11   8   6  24   0  49
 2025-01-01 18:44:00   11   8   6  24   0  49
 2025-01-01 18:44:30   11   8   6  24   0  49
 2025-01-01 18:45:00   11   8   6  24   0  49
 2025-01-01 18:45:30   11   8   6  24   0  49
 2025-01-01 18:46:00   11   8   6  24   0  49
 2025-01-01 18:46:30   11   8   6  24   0  49
 2025-01-01 18:47:00   12   7   6  24   0  49
 2025-01-01 18:47:30   12   8   6  24   0  50
 2025-01-01 18:48:00   12   8   6  24   0  50
 2025-01-01 18:48:30   12   7   6  24   0  49
 2025-01-01 18:49:00   12   8   6  24   0  50
 2025-01-01 18:49:30   12   8   6  24   0  50
 2025-01-01 18:50:00   12   7   6  24   0  49
 2025-01-01 18:50:30   12   8   6  24   0  50
 2025-01-01 18:51:00   12   8   6  24   0  50
 2025-01-01 18:51:30   12   8   6  24   0  50
 2025-01-01 18:52:00   12   8   6  24   0  50
 2025-01-01 18:52:30   12   7   6  24   0  49
 2025-01-01 18:53:00   12   8   6  24   0  50
 2025-01-01 18:53:30   12   9   6  24   0  51
 2025-01-01 18:54:00   12   8   6  24   0  50
 2025-01-01 18:54:30   12   8   6  24   0  50
 2025-01-01 18:55:00   12   8   6  24   0  50
 2025-01-01 18:55:30   12   8   6  24   0  50
 2025-01-01 18:56:00   12   8   6  24   0  50
 2025-01-01 18:56:30   12   8   6  24   0  50
 2025-01-01 18:57:00   12   8   6  24   0  50
 2025-01-01 18:57:30   12   8   6  24   0  50
 2025-01-01 18:58:00   12   9   6  24   0  51
 2025-01-01 18:58:30   12   9   6  24   0  51
 2025-01-01 18:59:00   12   9   6  24   0  51
 2025-01-01 18:59:30   12   9   6  24   0  51
 2025-01-01 19:00:00   12   9   6  24   0  51
 2025-01-01 19:00:30   12   9   6  24   0  51
 2025-01-01 19:01:00   12   9   6  24   0  51
 2025-01-01 19:01:30   12   9   6  24   0  51
 2025-01-01 19:02:00   12   9   6  24   0  51
 2025-01-01 19:02:30   12   9   6  24   0  51
 2025-01-01 19:03:00   12   9   6  24   0  51
 2025-01-01 19:03:30   12   9   6  24   0  51
 2025-01-01 19:04:00   12   9   6  24   0  51
 2025-01-01 19:04:30   12   9   6  24   0  51
 2025-01-01 19:05:00   12  10   6  24   0  52
 2025-01-01 19:05:30   12   9   6  24   0  51
 2025-01-01 19:06:00   12   9   6  24   0  51
 2025-01-01 19:06:30   12   9   6  24   0  51
 2025-01-01 19:07:00   12   9   7  24   0  52
 2025-01-01 19:07:30   12   9   6  24   0  51
 2025-01-01 19:08:00   12   9   6  24   0  51
 2025-01-01 19:08:30   12   9   6  24   0  51
 2025-01-01 19:09:00   12   9   6  24   0  51
 2025-01-01 19:09:30   12   9   6  24   0  51
 2025-01-01 19:10:00   12   9   6  24   0  51
 2025-01-01 19:10:30   12   9   7  24   0  52
 2025-01-01 19:11:00   12   9   7  24   0  52
 2025-01-01 19:11:30   12   9   7  24   0  52
 2025-01-01 19:12:00   12   9   7  24   0  52
 2025-01-01 19:12:30   12   9   7  24   0  52
 2025-01-01 19:13:00   12   9   7  24   0  52
 2025-01-01 19:13:30   12   9   7  24   0  52
 2025-01-01 19:14:00   12   9   7  24   0  52
 2025-01-01 19:14:30   12   9   7  24   0  52
 2025-01-01 19:15:00   12   9   7  24   0  52
 2025-01-01 19:15:30   12   9   7  23   0  51
 2025-01-01 19:16:00   11   9   7  23   0  50
 2025-01-01 19:16:30   11   9   7  23   0  50
 2025-01-01 19:17:00   11   9   7  23   0  50
 2025-01-01 19:17:30   11   9   7  23   0  50
 2025-01-01 19:18:00   11   9   7  23   0  50
 2025-01-01 19:18:30   11   9   7  23   0  50
 2025-01-01 19:19:00   11   9   7  23   0  50
 2025-01-01 19:19:30   11   8   7  23   0  49
 2025-01-01 19:20:00   11   8   7  23   0  49
 2025-01-01 19:20:30   11   8   7  23   0  49
 2025-01-01 19:21:00   11   8   7  23   0  49
 2025-01-01 19:21:30   11   8   7  23   0  49
 2025-01-01 19:22:00   11   8   7  23   0  49
 2025-01-01 19:22:30   11   8   7  23   0  49
 2025-01-01 19:23:00   11   8   7  23   0  49
 2025-01-01 19:23:30   11   8   7  23   0  49
 2025-01-01 19:24:00   11   8   7  23   0  49
 2025-01-01 19:24:30   11   8   7  23   0  49
 2025-01-01 19:25:00   11   8   7  23   0  49
 2025-01-01 19:25:30   11   8   7  23   0  49
 2025-01-01 19:26:00   11   8   7  23   0  49
 2025-01-01 19:26:30   11   8   7  23   0  49
 2025-01-01 19:27:00   11   8   7  23   0  49
 2025-01-01 19:27:30   11   8   7  23   0  49
 2025-01-01 19:28:00   11   8   7  23   0  49
 2025-01-01 19:28:30   12   8   7  23   0  50
 2025-01-01 19:29:00   11   8   7  23   0  49
 2025-01-01 19:29:30   11   8   7  23   0  49
 2025-01-01 19:30:00   12   8   7  23   0  50
 2025-01-01 19:30:30   12   8   7  23   0  50
 2025-01-01 19:31:00   12   8   8  23   0  51
 2025-01-01 19:31:30   12   8   8  23   0  51
 2025-01-01 19:32:00   12   8   8  23   0  51
 2025-01-01 19:32:30   12   8   8  23   0  51
 2025-01-01 19:33:00   12   8   8  23   0  51
 2025-01-01 19:33:30   12   8   8  23   0  51
 2025-01-01 19:34:00   12   8   8  23   0  51
 2025-01-01 19:34:30   12   8   8  23   0  51
 2025-01-01 19:35:00   12   8   8  23   0  51
 2025-01-01 19:35:30   12   8   8  23   0  51
 2025-01-01 19:36:00   12   8   8  23   0  51
 2025-01-01 19:36:30   12   8   8  23   0  51
 2025-01-01 19:37:00   12   8   8  23   0  51
 2025-01-01 19:37:30   12   8   8  23   0  51
 2025-01-01 19:38:00   12   8   8  23   0  51
 2025-01-01 19:38:30   12   8   8  23   0  51
 2025-01-01 19:39:00   12   8   8  23   0  51
 2025-01-01 19:39:30   12   8   8  23   0  51
 2025-01-01 19:40:00   12   8   8  23   0  51
 2025-01-01 19:40:30   12   8   8  23   0  51
 2025-01-01 19:41:00   12   8   8  23   0  51
 2025-01-01 19:41:30   12   8   8  23   0  51
 2025-01-01 19:42:00   12   8   8  23   0  51
 2025-01-01 19:42:30   12   8   8  23   0  51
 2025-01-01 19:43:00   12   8   8  23   0  51
 2025-01-01 19:43:30   12   8   8  23   0  51
 2025-01-01 19:44:00   12   8   8  23   0  51
 2025-01-01 19:44:30   12   8   8  23   0  51
 2025-01-01 19:45:00   12   8   8  23   0  51
 2025-01-01 19:45:30   12   8   8  23   0  51
 2025-01-01 19:46:00   12   7   8  23   0  50
 2025-01-01 19:46:30   12   7   8  23   0  50
 2025-01-01 19:47:00   12   7   8  23   0  50
 2025-01-01 19:47:30   12   7   8  23   0  50
 2025-01-01 19:48:00   11   7   9  23   0  50
 2025-01-01 19:48:30   12   7   9  23   0  51
 2025-01-01 19:49:00   12   7   9  23   0  51
 2025-01-01 19:49:30   12   7   9  23   0  51
 2025-01-01 19:50:00   12   7   9  23   0  51
 2025-01-01 19:50:30   12   7   9  23   0  51
 2025-01-01 19:51:00   12   7   9  23   0  51
 2025-01-01 19:51:30   12   7   9  23   0  51
 2025-01-01 19:52:00   12   6   9  23   0  50
 2025-01-01 19:52:30   12   7   9  23   0  51
 2025-01-01 19:53:00   12   7   9  23   0  51
 2025-01-01 19:53:30   12   7   9  23   0  51
 2025-01-01 19:54:00   12   7   9  23   0  51
 2025-01-01 19:54:30   12   7   9  23   0  51
 2025-01-01 19:55:00   12   7   9  23   0  51
 2025-01-01 19:55:30   12   7   9  23   0  51
 2025-01-01 19:56:00   12   7   9  23   0  51
 2025-01-01 19:56:30   12   7   9  23   0  51
 2025-01-01 19:57:00   12   7   9  23   0  51
 2025-01-01 19:57:30   12   7   9  23   0  51
 2025-01-01 19:58:00   12   7   9  23   0  51
 2025-01-01 19:58:30   12   7   9  23   0  51
 2025-01-01 19:59:00   12   6   9  23   0  50
 2025-01-01 19:59:30   11   7   9  23   0  50
 2025-01-01 20:00:00   12   7   9  24   0  52
 2025-01-01 20:00:30   12   7   9  24   0  52
 2025-01-01 20:01:00   12   7   9  24   0  52
 2025-01-01 20:01:30   12   7   9  24   0  52
 2025-01-01 20:02:00   11   7   9  24   0  51
 2025-01-01 20:02:30   10   6   9  24   0  49
 2025-01-01 20:03:00   10   6   9  24   0  49
 2025-01-01 20:03:30   10   7   9  24   0  50
 2025-01-01 20:04:00   10   7   9  24   0  50
 2025-01-01 20:04:30   10   7   9  24   0  50
 2025-01-01 20:05:00   10   8   9  24   0  51
 2025-01-01 20:05:30   10   7   9  24   0  50
 2025-01-01 20:06:00   10   7   9  24   0  50
 2025-01-01 20:06:30   10   7   9  24   1  51
 2025-01-01 20:07:00   10   8   9  24   0  51
 2025-01-01 20:07:30   10   8   9  24   1  52
 2025-01-01 20:08:00   10   8   9  24   0  51
 2025-01-01 20:08:30   10   8   9  24   0  51
 2025-01-01 20:09:00   10   8   9  24   0  51
 2025-01-01 20:09:30   10   8   9  24   1  52
 2025-01-01 20:10:00   10   8   9  24   1  52
 2025-01-01 20:10:30   10   8   9  24   1  52
 2025-01-01 20:11:00   10   8   9  24   1  52
 2025-01-01 20:11:30   10   8   9  24   1  52
 2025-01-01 20:12:00   10   8   9  24   1  52
 2025-01-01 20:12:30   10   8   9  24   1  52
 2025-01-01 20:13:00   10   8   9  24   1  52
 2025-01-01 20:13:30   10   8   9  24   1  52
 2025-01-01 20:14:00   10   8   9  25   1  53
 2025-01-01 20:14:30   10   8   9  25   1  53
 2025-01-01 20:15:00   10   8   9  25   1  53
 2025-01-01 20:15:30   10   8   9  25   1  53
 2025-01-01 20:16:00   10   8   9  25   1  53
 2025-01-01 20:16:30   10   8   9  25   1  53
 2025-01-01 20:17:00   10   8   9  25   1  53
 2025-01-01 20:17:30   10   8   9  25   1  53
 2025-01-01 20:18:00   10   8   9  25   1  53
 2025-01-01 20:18:30   10   8   9  25   1  53
 2025-01-01 20:19:00   10   8   9  25   1  53
 2025-01-01 20:19:30   10   8   9  24   1  52
 2025-01-01 20:20:00   10   8   9  24   1  52
 2025-01-01 20:20:30   10   8   8  24   1  51
 2025-01-01 20:21:00   10   8   8  24   1  51
 2025-01-01 20:21:30   10   8   8  24   1  51
 2025-01-01 20:22:00   10   8   8  24   1  51
 2025-01-01 20:22:30   10   8   8  24   1  51
 2025-01-01 20:23:00   10   8   8  24   1  51
 2025-01-01 20:23:30   10   8   8  24   1  51
 2025-01-01 20:24:00   10   8   8  24   1  51
 2025-01-01 20:24:30   10   8   8  24   1  51
 2025-01-01 20:25:00   10   8   8  24   1  51
 2025-01-01 20:25:30   10   8   8  24   1  51
 2025-01-01 20:26:00   10   8   8  24   1  51
 2025-01-01 20:26:30   10   8   8  24   1  51
 2025-01-01 20:27:00   10   8   8  24   1  51
 2025-01-01 20:27:30   10   8   8  24   1  51
 2025-01-01 20:28:00   10   8   8  24   1  51
 2025-01-01 20:28:30   10   8   8  24   1  51
 2025-01-01 20:29:00   10   8   9  24   1  52
 2025-01-01 20:29:30   10   8   9  24   1  52
 2025-01-01 20:30:00   10   8   9  24   1  52
 2025-01-01 20:30:30   10   8   9  24   1  52
 2025-01-01 20:31:00   10   8   9  24   1  52
 2025-01-01 20:31:30   10   8   9  24   1  52
 2025-01-01 20:32:00   10   8   9  24   1  52
 2025-01-01 20:32:30    9   8   9  24   1  51
 2025-01-01 20:33:00    9   8   9  24   1  51
 2025-01-01 20:33:30    9   8   9  24   1  51
 2025-01-01 20:34:00    9   8   9  24   1  51
 2025-01-01 20:34:30    9   8   9  24   1  51
 2025-01-01 20:35:00    9   8   9  24   1  51
 2025-01-01 20:35:30    9   8   8  24   1  50
 2025-01-01 20:36:00    9   8   9  24   1  51
 2025-01-01 20:36:30    9   8   9  24   1  51
 2025-01-01 20:37:00    9   8   9  24   1  51
 2025-01-01 20:37:30    9   8   9  24   1  51
 2025-01-01 20:38:00    9   8   9  24   1  51
 2025-01-01 20:38:30    9   8   9  24   1  51
 2025-01-01 20:39:00    9   8   9  24   1  51
 2025-01-01 20:39:30    9   8   9  24   1  51
 2025-01-01 20:40:00    9   8   9  24   1  51
 2025-01-01 20:40:30    9   8   9  24   1  51
 2025-01-01 20:41:00   10   8   9  24   1  52
 2025-01-01 20:41:30   10   8   9  24   1  52
 2025-01-01 20:42:00   10   8   9  24   1  52
 2025-01-01 20:42:30   10   8   9  24   1  52
 2025-01-01 20:43:00   10   8   9  24   1  52
 2025-01-01 20:43:30   10   8   8  24   1  51
 2025-01-01 20:44:00   10   8   8  24   1  51
 2025-01-01 20:44:30   10   8   8  24   1  51
 2025-01-01 20:45:00   10   8   8  24   1  51
 2025-01-01 20:45:30   10   8   8  24   1  51
 2025-01-01 20:46:00   10   8   8  24   1  51
 2025-01-01 20:46:30   10   8   8  24   1  51
 2025-01-01 20:47:00   10   8   9  24   1  52
 2025-01-01 20:47:30   10   8   9  24   1  52
 2025-01-01 20:48:00   10   8   9  24   1  52
 2025-01-01 20:48:30   10   8   9  24   1  52
 2025-01-01 20:49:00   10   8   9  24   1  52
 2025-01-01 20:49:30   10   8   9  24   1  52
 2025-01-01 20:50:00   10   8   9  24   1  52
 2025-01-01 20:50:30   10   8   9  24   1  52
 2025-01-01 20:51:00   10   8   9  24   1  52
 2025-01-01 20:51:30   10   8   9  24   1  52
 2025-01-01 20:52:00   10   8   9  24   1  52
 2025-01-01 20:52:30   10   8   9  24   1  52
 2025-01-01 20:53:00   10   8   9  24   1  52
 2025-01-01 20:53:30   10   8   9  24   1  52
 2025-01-01 20:54:00   10   8   9  24   1  52
 2025-01-01 20:54:30   10   8   9  24   1  52
 2025-01-01 20:55:00   10   8   9  24   1  52
 2025-01-01 20:55:30   10   8   9  24   1  52
 2025-01-01 20:56:00   10   8   9  23   1  51
 2025-01-01 20:56:30   10   8   9  23   1  51
 2025-01-01 20:57:00   10   8   9  23   1  51
 2025-01-01 20:57:30   10   8   9  23   1  51
 2025-01-01 20:58:00   10   8   9  23   1  51
 2025-01-01 20:58:30   10   8   9  23   1  51
 2025-01-01 20:59:00   10   8   9  23   1  51
 2025-01-01 20:59:30   10   8   9  23   1  51
 2025-01-01 21:00:00   10   8   9  23   1  51
 2025-01-01 21:00:30   10   8   9  23   1  51
 2025-01-01 21:01:00   10   8   8  23   1  50
 2025-01-01 21:01:30   10   8   8  23   1  50
 2025-01-01 21:02:00   10   8   8  23   1  50
 2025-01-01 21:02:30   10   8   8  23   1  50
 2025-01-01 21:03:00   10   8   8  23   1  50
 2025-01-01 21:03:30   10   8   8  23   1  50
 2025-01-01 21:04:00   10   8   8  23   1  50
 2025-01-01 21:04:30   10   8   8  23   1  50
 2025-01-01 21:05:00   10   8   8  23   1  50
 2025-01-01 21:05:30   10   8   8  23   1  50
 2025-01-01 21:06:00   10   8   8  23   1  50
 2025-01-01 21:06:30   10   8   8  23   1  50
 2025-01-01 21:07:00   10   8   8  23   1  50
 2025-01-01 21:07:30   10   8   8  23   1  50
 2025-01-01 21:08:00   10   8   8  23   1  50
 2025-01-01 21:08:30   10   8   8  23   1  50
 2025-01-01 21:09:00   10   8   8  23   1  50
 2025-01-01 21:09:30   10   8   8  23   1  50
 2025-01-01 21:10:00   10   8   8  23   1  50
 2025-01-01 21:10:30   10   8   8  23   1  50
 2025-01-01 21:11:00   10   8   8  23   1  50
 2025-01-01 21:11:30   10   8   8  23   1  50
 2025-01-01 21:12:00   10   8   8  23   1  50
 2025-01-01 21:12:30   10   8   8  23   1  50
 2025-01-01 21:13:00   10   8   8  23   1  50
 2025-01-01 21:13:30   10   8   8  23   1  50
 2025-01-01 21:14:00   10   8   8  23   1  50
 2025-01-01 21:14:30   10   8   8  23   1  50
 2025-01-01 21:15:00   10   8   8  23   1  50
 2025-01-01 21:15:30   10   8   8  23   1  50
 2025-01-01 21:16:00   10   8   8  23   1  50
 2025-01-01 21:16:30   10   8   8  23   1  50
 2025-01-01 21:17:00   10   8   8  23   1  50
 2025-01-01 21:17:30   10   8   8  23   1  50
 2025-01-01 21:18:00   10   8   8  24   1  51
 2025-01-01 21:18:30    9   8   8  24   1  50
 2025-01-01 21:19:00    9   9   8  24   1  51
 2025-01-01 21:19:30    9   9   8  24   1  51
 2025-01-01 21:20:00    9   9   8  24   1  51
 2025-01-01 21:20:30    9   9   8  24   1  51
 2025-01-01 21:21:00    9   9   8  24   1  51
 2025-01-01 21:21:30    9  10   8  24   1  52
 2025-01-01 21:22:00   10  10   8  24   1  53
 2025-01-01 21:22:30   10  10   8  24   1  53
 2025-01-01 21:23:00   10  10   8  24   1  53
 2025-01-01 21:23:30   10  10   8  24   1  53
 2025-01-01 21:24:00   10  10   8  23   1  52
 2025-01-01 21:24:30   10  10   8  23   1  52
 2025-01-01 21:25:00   10  10   8  23   1  52
 2025-01-01 21:25:30   10  10   8  23   1  52
 2025-01-01 21:26:00   10  10   8  23   1  52
 2025-01-01 21:26:30   10  10   8  23   1  52
 2025-01-01 21:27:00   10  10   8  23   1  52
 2025-01-01 21:27:30   10  10   8  23   1  52
 2025-01-01 21:28:00   10  10   8  23   1  52
 2025-01-01 21:28:30   10  10   8  23   1  52
 2025-01-01 21:29:00   10  10   8  23   1  52
 2025-01-01 21:29:30   10  10   8  23   1  52
 2025-01-01 21:30:00   10  10   8  23   1  52
 2025-01-01 21:30:30   10  11   8  23   1  53
 2025-01-01 21:31:00   10  11   8  23   1  53
 2025-01-01 21:31:30   10  11   8  23   1  53
 2025-01-01 21:32:00   10  11   8  23   1  53
 2025-01-01 21:32:30   10  11   8  23   1  53
 2025-01-01 21:33:00   10  11   8  23   1  53
 2025-01-01 21:33:30   10  11   8  23   1  53
 2025-01-01 21:34:00   10  11   8  23   1  53
 2025-01-01 21:34:30   10  11   8  23   1  53
 2025-01-01 21:35:00   10  11   8  23   1  53
 2025-01-01 21:35:30   10  11   8  23   1  53
 2025-01-01 21:36:00   10  11   8  23   1  53
 2025-01-01 21:36:30   10  11   8  23   1  53
 2025-01-01 21:37:00   10  11   8  23   1  53
 2025-01-01 21:37:30   10  11   8  23   0  52
 2025-01-01 21:38:00   10  11   8  23   0  52
 2025-01-01 21:38:30   10  11   8  23   0  52
 2025-01-01 21:39:00   10  11   8  23   0  52
 2025-01-01 21:39:30   10  11   8  23   0  52
 2025-01-01 21:40:00   10  11   8  23   0  52
 2025-01-01 21:40:30   10  11   8  23   0  52
 2025-01-01 21:41:00   10  11   8  23   1  53
 2025-01-01 21:41:30   10  11   8  23   1  53
 2025-01-01 21:42:00   10  11   8  23   1  53
 2025-01-01 21:42:30   10  11   8  23   1  53
 2025-01-01 21:43:00   10  11   8  23   1  53
 2025-01-01 21:43:30   10  11   8  22   1  52
 2025-01-01 21:44:00   10  11   8  23   1  53
 2025-01-01 21:44:30   10  11   9  23   1  54
 2025-01-01 21:45:00   10  11   9  23   1  54
 2025-01-01 21:45:30   10  11   9  23   1  54
