#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName,ReceiverSatelliteSystem,ReceiverSerialNumber,ReceiverFirmwareVersion,ReceiverElevationCutoff,ReceiverDateInstalled,AntennaName,AntennaRadome,AntennaSerialNumber,AntennaARP,AntennaMarkerUp,AntennaMarkerNorth,AntennaMarkerEast,AntennaDateInstalled,ClockType,ClockInputFrequency,ClockEffectiveDates
ABMF00GLP,2919786.0,-5383745.0,1774604.0,16.262,-61.528,-25.268,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,3013312,5.3.2,0,2020-02-07T10:00Z,TRM57971.00,NONE,1441112501,BAM,0.00,0.00,0.00,2012-01-24T12:00Z,INTERNAL,,2008-07-15/CCYY-MM-DD
ABPO00MDG,4097216.6805,4429119.0287,-2065771.3676,-19.018,47.229,1553.398,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3013358,5.4.0,0,2021-01-29T21:25Z,ASH701945G_M,SCIT,CR6200342009,BPA,0.0083,0.0000,0.0000,2018-05-15T07:30Z,INTERNAL,,2007-11-16/CCYY-MM-DD
AC2300USA,-2752834.7418,-1533597.398,5526823.2554,60.475,-150.878,80.744,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3051527,5.5.0,0,2023-01-17T19:26Z,TRM59800.99,SCIT,0220346564,BPA,0.0083,0,0,2021-04-28T00:30Z,INTERNAL,,2007-06-15/CCYY-MM-DD
AC2400USA,-3051338.7572,-1317097.8223,5425614.2192,58.682,-156.653,36.841,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3069883,5.5.0,0,2023-01-17T19:38Z,TRM159800.00,SCIT,5823337038,BPA,0.0083,0,0,2021-08-19T20:03Z,INTERNAL,,2006-06-30/CCYY-MM-DD
ACRG00GHA,6347491.377,-22944.8986,622822.4766, 5.641,-0.207,83.792,JAVAD TRE_3S,GPS+GLO+GAL+BDS+IRNSS+SBAS,4745143,4.2.00-211012,0,2022-09-30T12:00Z,SEPCHOKE_B3E6,NONE,5635,BPA,0.1300,0.0000,0.0000,2022-09-30T12:00Z,INTERNAL,,2022-09-30/CCYY-MM-DD
ACSO00USA,595828.9368,-4839735.3204,4097876.7222,40.232,-82.982,249.810,SEPT POLARX5,GPS+GLO+GAL+BDS,3069746,5.5.0,0,2022-11-16T17:44Z,TRM59800.80,SCIT,0220375556,BPA,0.0083,0,0,2014-09-13T04:56Z,INTERNAL,,2006-08-19/CCYY-MM-DD
ADIS00ETH,4913652.76087,3945922.66962,995383.33311, 9.035,38.766,2439.550,LEICA GR50,GPS+GLO+GAL+BDS+SBAS,1871020,4.52/7.711,0,2022-04-13T13:30Z,LEIAR20,LEIM,22078003,BAM,0.0762,0.0000,0.0000,2022-04-13T13:00Z,N/A,N/A,N/A
AGGO00ARG,2765120.9,-4449250.25,-3626405.6,-34.874,-58.140,42.489,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,3228290,5.4.0,0,2021-03-29T15:00Z,LEIAR25.R4,LEIT,726722,BPA,000.4100,000.0000,000.0000,2022-10-11T13:30Z,EXTERNAL CESIUM 1,10 ,2016-12-21/CCYY-MM-DD
AIRA00JPN,-3530185.489,4118797.337,3344036.931,31.824,130.600,315.056,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,6042R40081,6.15,5,2022-09-14T11:00Z,TRM59800.00,SCIS,4938353451,BPA,0.0,0.0,0.0,2012-08-01T01:00Z,INTERNAL ,,2004-11-19
AJAC00FRA,4696990.0,723994.0,4239678.0,41.927, 8.763,99.200,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,2090088,4.51,0,2021-12-15T15:00Z,TRM115000.00,NONE,6122223841,BAM,0.0000,0.0000,0.0000,2020-01-21T10:00Z,INTERNAL,,2000-01-22/CCYY-MM-DD
ALBH00CAN,-2341332.884,-3539049.509,4745791.36,48.390,-123.487,32.176,SEPT POLARX5,GPS+GLO+GAL,3013341,5.2.0,5,2019-01-16T22:16Z,TRM59800.00,SCIS,5112354071,BPA,0.100,0.000,0.000,2015-09-15T19:00Z,EXTERNAL H-MASER,10 ,2019-01-16/CCYY-MM-DD
ALGO00CAN,918129.4,-4346071.2,4561977.8,45.956,-78.071,201.258,SEPT POLARX5,GPS+GLO+GAL,3015995,5.3.2,5,2020-08-18T22:27Z,AOAD/M_T,NONE,303,BPA,000.1000,000.0000,000.0000,2012-12-20T17:00Z,INTERNAL,10 ,2022-09-20
ALIC00AUS,-4052052.7352,4212835.9833,-2545104.5853,-23.670,133.886,603.650,SEPT POLARX5,GPS+QZSS+GLO+GAL+BDS,3061704,5.5.0,0,2022-11-01T00:01Z,LEIAR25.R3,NONE,09370001,BPA,000.0015,000.0000,000.0000,2011-07-20T00:00Z,INTERNAL,,1994-05-15/(CCYY-MM-DD)
ALRT00CAN,388042.75,-740382.4,6302001.85,82.494,-62.340,78.562,ASHTECH UZ-12,GPS,UC2200511006,CQ00,0,2011-05-20T15:51Z,ASH701945D_M,NONE,CR520020903,BPA,0.1000,0.0000,0.0000,2002-07-16,INTERNAL,,2002-07-16/CCYY-MM-DD
AMC400USA,-1248596.405,-4819428.21,3976505.93,38.803,-104.525,1911.816,SEPT POLARX5TR,GPS+GLO+GAL+BDS,3013929,5.5.0,0,2023-03-16T19:24Z,TPSCR.G5C,NONE,1364-10065,BPA,0.0000,0.0000,0.0000,2018-06-20,EXTERNAL H-MASER,5 ,1998-03-24/CCYY-MM-DD
ANK200TUR,4124040.177,2655251.841,4065428.467,39.843,32.775,1294.749,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5751R52038,Nav 5.45 / Boot 5.45,0,2022-02-18T06:00Z,TRM115000.00,NONE,1551101061,BAM,0.0420,0.0000,0.0000,2019-06-28T09:56Z,INTERNAL,,2019-06-28/CCYY-MM-DD
ANMG00MYS,-1270826.87,6242631.446,307792.439, 2.785,101.507,15.402,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5423R48722,5.37,0,2019-04-18T01:57Z,JAVRINGANT_DM,SCIS,00449,BPA,0.0000,0.0000,0.0000,2014-02-21T00:00Z,INTERNAL,,2014-02-21/CCYY-MM-DD
ANTC00CHL,1608539.0,-4816370.0,-3847799.0,-37.339,-71.532,746.168,TRIMBLE NETR9,GPS+GLO,5234K51716,4.85,5,2015-04-10T14:55Z,ASH700936D_M,SNOW,12462,BPA,0.0000,0.0000,0.0000,2002-01-01T00:01Z,INTERNAL ,,
ANTF00CHL,1958240.723,-5505483.304,-2548076.547,-23.702,-70.420,68.819,STONEX SC2200,GPS+GLO+GAL+BDS+SBAS,SC22A0081001G,2.12-210914-STX,0,2022-07-22T00:00Z,STXSA1500,STXG,C21090017640,BAM,0.136,0.000,0.000,2022-07-22T00:00Z,INTERNAL,,2022-07-22/CCYY-MM-DD
AREG00PER,1942816.3653,-5804077.1395,-1796884.4383,-16.465,-71.493,2489.742,SEPT POLARX5,GPS+GLO+GAL+BDS+SBAS,3022499,5.5.0,0,2022-11-30T14:26Z,TRM59800.00,NONE,5129354209,BPA,0.4291,0.0000,-0.0006,2013-01-11T00:00Z,EXTERNAL RUBIDIUM,10 ,2014-10-17/CCYY-MM-DD
AREQ00PER,1942826.192,-5804070.331,-1796894.267,-16.466,-71.493,2489.327,SEPT POLARX5,GPS+GLO+GAL+BDS,3025537,5.5.0,0,2023-02-28T00:52Z,JAVRINGANT_DM,NONE,01548,BPA,0.061,0.000,0.000,2018-05-01T01:30Z,EXTERNAL QUARTZ,5 ,2009-07-10/CCYY-MM-DD
ARHT00ATA,-1312626.536,311171.129,-6213081.915,-77.829,166.664,135.782,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+QZSS+IRNSS,02333,4.1.01,0,2021-07-20T21:45Z,JAVRINGANT_DM,SCIS,00836,BPA,0.0083,0,0,2017-12-05T00:00Z,INTERNAL,,2017-12-05/CCYY-MM-DD
ARTU00RUS,1843956.968,3016202.97,5291261.66,56.430,58.560,247.950,JAVAD TRE_G3TH DELTA,GPS+GLO,02668,3.6.9 Nov 28 2016,,2018-09-06T09:30Z,ASH700936D_M,DOME,CR13077,BPA,0.0796,,,1999-08-06,INTERNAL,,1999-08-06/CCYY-MM-DD
ARUC00ARM,3500416.7822,3390432.6839,4103027.5848,40.286,44.086,1222.580,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS,3013438,5.5.0,0,2023-02-28T01:42Z,ASH701945C_M,SCIS,CR520003504,BPA,0.0792,0.0000,0.0000,2013-11-08T07:24Z,INTERNAL,,2013-04-03/CCYY-MM-DD
ASCG00SHN,6121151.578,-1563978.904,-872615.417,-7.916,-14.333,38.385,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,5945R40128,6.16,0,2023-03-14T11:36Z,TRM59800.00,NONE,5311354626,BPA,0.4080,-0.0007,0.0001,2021-08-19T16:15Z,INTERNAL,,2015-07-24/CCYY-MM-DD
ASPA00USA,-6100260.096,-996503.51,-1567977.812,-14.326,-170.722,54.070,SEPT POLARX5,GPS+GLO+GAL,3074098,5.5.0,0,2023-01-17T18:09Z,TRM55971.00,NONE,30517456,BAM,0.0000,0.0000,0.0000,2008-10-01,INTERNAL,,2001-08-12/CCYY-MM-DD
AUCK00NZL,-5105681.0,461564.0,-3782181.7,-36.603,174.834,133.092,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,5921R40146,5.45,0,2020-09-22T09:53Z,TRM115000.00,NONE,1551016656,BAM,0.0550,0.0,0.0,2019-10-23T23:34Z,INTERNAL,,1995-09-18/CCYY-MM-DD
BADG00RUS,-838281.513,3865777.334,4987624.632,51.770,102.235,811.838,JAVAD TRE_3 DELTA,GPS+GLO+GAL,02682,3.7.10 Oct 22 2020,3,2020-11-17T13:00Z,JAVRINGANT_DM,JVDM,00328,BPA,000.0280,000.0000,000.0000,2010-03-15T00:00Z,EXTERNAL H-MASER CH1-80,5 ,2010-03-15/CCYY-MM-DD
BAIE00CAN,1546823.34,-3879765.13,4804185.05,49.187,-68.263,27.911,TPS NET-G5,GPS+GLO,1294-11329,5.2.7 Sep 09 2020,5,2022-01-12T15:04Z,TPSCR.G3,NONE,383-0458,BPA,000.1000,000.0000,000.0000,2016-07-11T19:30Z,INTERNAL,5,2001-11-04
BAKE00CAN,-289833.93,-2756501.06,5725162.22,64.318,-96.002, 4.854,TPS NET-G3A,GPS+GLO,618-02373,4.7 Nov 23 2017 p6,5,2019-02-19T22:53Z,TPSCR.G3,NONE,383-0416,BPA,000.1000,000.0000,000.0000,2018-07-26T03:36Z,INTERNAL,,2001-11-30
BAKO00IDN,-1836969.054,6065617.126,-716257.839,-6.491,106.849,158.562,LEICA GR50,GPS+GLO+GAL+BDS+QZSS+SBAS,1871265,4.31/7.403,10,2023-02-27T04:45Z,LEIAR20,LEIM,21015023,BAM,1.648,0.0,0.0,2018-07-31T00:00Z,EXTERNAL,,
BAMF00CAN,-2420721.2,-3439856.061,4778532.675,48.835,-125.135,11.071,SEPT POLARX5,GPS+GLO+GAL+BDS,3015944,5.3.2,0,2021-03-29T00:00Z,SEPCHOKE_B3E6,SPKE,5120,BPA,0.000,0.000,0.000,2018-03-20T22:18Z,INTERNAL CLOCK STEERING,,2005-08-30/CCYY-MM-DD
BARH00USA,1693644.846,-4239067.57,4439567.239,44.395,-68.222, 7.178,LEICA GR30,GPS+GLO,1706567,4.60/7.811,0,2022-07-21T08:01Z,LEIAR10,NONE,21299033,BAM,0.0000,0.0000,0.0000,2019-02-08T16:30Z,INTERNAL,,1998-10-02/CCYY-MM-DD
BAUT00DEU,3877545.5,1004370.9,4947148.1,51.192,14.522,212.211,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,02812,4.1.06-221128,0,2023-02-08T10:01Z,LEIAR25.R3,LEIT,10020025,BPA,0.0450,0.0000,0.0000,2021-02-17T08:30Z,INTERNAL,,2018-09-20/CCYY-MM-DD
BELE00BRA,4228139.05,-4772752.08,-155761.38,-1.409,-48.463, 9.476,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5750R51578,5.56,0,2022-12-21T20:03Z,TRM115000.00,NONE,1551129596,BAM,0.0080,0.0000,0.0000,2018-04-25T14:53Z,INTERNAL ,,
BHR300BHR,3633910.66,4425277.759,2799862.907,26.209,50.608,-13.446,NOV OEM6,GPS,NR057,D28CBA70,0,2021-10-21T00:00Z,TPSCR.G5,TPSH,762-11842,BPA,0.0000,0.0000,0.0000,2015-04-13T00:00Z,EXTERNAL CESIUM /RCVR1,5 ,2017-12-24/CCYY-MM-DD
BHR400BHR,3633910.66,4425277.759,2799862.907,26.209,50.608,-13.446,NOV OEM6,GPS,NR031,D28CBA70,0,2021-10-21T00:00Z,TPSCR.G5,TPSH,762-11842,BPA,0.0000,0.0000,0.0000,2015-04-13T00:00Z,EXTERNAL CESIUM /RCVR2,5 ,2017-07-19/CCYY-MM-DD
BIK000KGZ,1249005.5455,4513917.3461,4316147.9247,42.854,74.533,745.287,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,3051466,5.5.0,0,2023-02-16T08:30Z,JAV_RINGANT_G3T,NONE,313,BAM,0.1300,0.0000,0.0000,2014-03-27T06:00Z,INTERNAL,,2014-03-27/CCYY-MM-DD
BILL00USA,-2420420.5012,-4737131.5508,3507827.665,33.578,-117.065,470.478,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+SBAS,3234967,5.5.0,0,2022-09-27T20:36Z,TRM59800.99,SCIT,0220067546,BPA,0.0083,0.0000,0.0000,2020-09-21T17:16Z,INTERNAL,,1997-11-18/CCYY-MM-DD
BJCO00BEN,6333076.505,270973.437,704551.984, 6.385, 2.450,31.127,TRIMBLE NETR5,GPS+GLO,4747K11320,4.48,0,2021-11-09T17:00Z,TRM59800.00,NONE,4804A44382,BPA,0.0000,0.0000,0.0000,2009-03-26T15:40Z,INTERNAL,,2008-11-20/CCYY-MM-DD
BJFS00CHN,-2148743.808,4426641.281,4044655.993,39.609,115.892,87.833,TRIMBLE NETR9,GPS+GLO,5310K42306,4.85,5,2017-03-10T00:00Z,TRM59900.00,SCIS,5317361110,BPA,000.0465,000.0000,000.0000,2015-11-26T00:00Z,EXTERNAL RUBIDIUM,10 ,2015-11-26/CCYY-MM-DD
BJNM00CHN,-2154287.413,4373440.047,4098885.628,40.245,116.224,109.492,SEPT POLARX3ETR,GPS+GLO,2001087,2.1,15,2010-05-04T00:00Z,NOV702GG,NONE,NAE09190046,BAM,0.0,0.0,0.0,2010-08-21T00:00Z,EXTERNAL HYDROGEN MASER,10M Hz,2006-06-25/CCYY-MM-DD
BLYT00USA,-2223206.72,-4830299.8,3510587.59,33.610,-114.715,86.324,SEPT POLARX5,GPS+GLO+GAL+SBAS,3052388,5.4.0,0,2022-05-11T20:49Z,TWIVC6150,SCIS,VC6150L1908270003,BPA,0.0332,0.0000,0.0000,2022-05-11T20:49Z,INTERNAL,,1994-01-13/(CCYY-MM-DD)
BNOA00IDN,-2685309.038,5704009.251,-963466.461,-8.746,115.210,39.458,TRIMBLE NETR9,GPS,5114K74800,4.81,5,2013-11-16T00:00Z,TRM59900.00,SCIS,5119360130,BPA,0.0000,0.0000,0.0000,2018-04-03T00:00Z,INTERNAL ,,
BOAV00BRA,3117452.21,-5555487.82,314480.74, 2.845,-60.701,69.876,TRIMBLE NETR9,GPS+GLO+GAL+BDS,5750R51600,5.56,0,2022-12-21T19:46Z,TRM115000.00,NONE,1551129630,BAM,000.0080,000.0000,000.0000,2018-07-25T21:14Z,INTERNAL ,,
BOGI00POL,3633815.7,1397453.9,5035280.8,52.475,21.035,140.355,JAVAD TRE_G3T DELTA,GPS+GLO+GAL,Delta_00031 OEM_066,3.6.14 Nov 19 2018,0,2019-01-21T14:10Z,TPSCR.G5,TPSH,762-13216,BPA,0.0534,0.0000,0.0000,2021-04-28T08:30Z,EXTERNAL RUBIDIUM,5 ,2009-07-03/CCYY-MM-DD
BOGT00COL,1744399.0397,-6116037.5577,512731.7532, 4.640,-74.081,2577.179,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS,01972,4.1.01,0,2021-07-20T23:27Z,JAVRINGANT_DM,NONE,00989,BPA,0.061,0.000,0.000,2015-08-19T21:00Z,INTERNAL,,2002-02-14/CCYY-MM-DD
BOR100POL,3738358.833,1148173.963,5021816.113,52.277,17.073,125.335,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS+SBAS,5420R48510,5.45,0,2020-09-18T10:20Z,TRM59800.00,NONE,5421355014,BPA,0.0622,0.0000,0.0000,2016-10-05T11:00Z,EXTERNAL H-MASER,5 ,2016-10-05/CCYY-MM-DD
BRAZ00BRA,4115014.1128,-4550641.5225,-1741444.0984,-15.947,-47.878,1106.445,TRIMBLE NETR9,GPS+GLO+GAL,5607R50135,5.56,0,2022-12-22T10:42Z,TRM57971.00,NONE,2612117300,BAM,0.008,0.000,0.000,2016-09-28T13:30Z,INTERNAL,,1995-03-03/CCYY-MM-DD
BREW00USA,-2112007.1404,-3705351.8421,4726827.1606,48.132,-119.683,239.058,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS,3013938,5.5.0,0,2023-02-28T02:07Z,ASH701945C_M,SCIT,CR620013703,BPA,0.0083,0.0000,0.0000,2018-08-16T22:00Z,EXTERNAL H-MASER,10 MHz and 1pps ,2018-06-07/CCYY-MM-DD
BRFT00BRA,4985393.532,-3954993.417,-428426.704,-3.877,-38.426,22.074,SEPT POLARX5,GPS+GAL+GLO,3074249,5.5.0,0,2023-02-06T18:20Z,LEIAT504,NONE,868,BPA,0.0083,0.0000,0.0000,2005-09-06,INTERNAL,5 ,2011-02-07/CCYY-MM-DD
BRMG00DEU,4245557.1,568958.1,4710200.0,47.908, 7.633,262.027,JAVAD TRE_3 DELTA,GPS+GLO+GAL+BDS+SBAS,02887,4.1.06-221128,0,2023-02-08T09:27Z,LEIAR25.R4,LEIT,726856,BPA,0.0450,0.0000,0.0000,2020-04-08T10:00Z,INTERNAL,,2020-03-05/CCYY-MM-DD
BRST00FRA,4231162.0,-332747.0,4745131.0,48.380,-4.497,65.952,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,5818R40023,5.45,0,2020-09-30T15:00Z,TRM57971.00,NONE,1441017048,BAM,2.0431,0.0000,0.0000,2012-04-19T12:00Z,INTERNAL,,1998-10-31/CCYY-MM-DD
BRUN00BRN,-2680694.374,5761268.529,549016.773, 4.971,114.952,91.069,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5423R48733,5.01,0,2015-08-22T00:00Z,JAVRINGANT_DM,SCIS,00463,BPA,0.0000,0.0000,0.0000,2014-06-04T00:00Z,INTERNAL,,2014-06-04/CCYY-MM-DD
BRUX00BEL,4027881.628,306998.537,4919498.984,50.798, 4.359,158.694,SEPT POLARX5TR,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,3057609,5.5.0,0,2022-10-11T08:00Z,JAVRINGANT_DM,SCIS,00464,BPA,0.4689,0.0010,0.0000,2021-04-20T08:33Z,EXTERNAL IMASER 3000,10 ,2023-01-23/CCYY-MM-DD
BSHM00ISR,4396111.1752,3080477.64191,3433499.46187,32.779,35.020,225.516,SEPT POLARX5,GPS+GLO+GAL+BDS+QZSS+IRNSS,3013570,5.4.0,0,2021-08-24T11:00Z,TRM59800.00,SCIS,4811A47089,BPA,0.00,0.00,0.00,2009-07-20T00:00Z,INTERNAL,,2009-07-20/CCYY-MM-DD
BTNG00IDN,-3674585.766,5210904.565,159093.409, 1.439,125.190,75.393,TRIMBLE NETR9,GPS,5114K74693,4.81,,2018-04-08T00:00Z,TRM59900.00,SCIS,5319361136,BPA,0.0000,0.0000,0.0000,2018-04-08T00:00Z,INTERNAL ,,
BUCU00ROU,4093760.994,2007793.667,4445129.862,44.464,26.126,143.595,LEICA GR50,GPS+GLO+GAL+BDS+SBAS,1830199,4.60/7.811,0,2022-07-29T11:05Z,LEIAR25.R4,LEIT,726369,BPA,0.0970,0.0000,0.0000,2020-10-06T10:00Z,INTERNAL,,1999-02-11/CCYY-MM-DD
BZR200ITA,4312893.06,864794.52,4603598.27,46.496,11.338,331.633,LEICA GR30,GPS+GLO+GAL+BDS,1707020,4.50/7.710,0,2021-06-16T03:31Z,LEIAR25.R4,LEIT,726507,BPA,0.0000,0.0000,0.0000,2017-10-27T06:27Z,INTERNAL,,2017-10-27/CCYY-MM-DD
CAGS00CAN,1096349.16,-4335060.66,4533255.22,45.585,-75.807,235.442,TRIMBLE NETR8,GPS,4931K62905,48.01,0,2019-03-30T21:34Z,TRM59800.00,NONE,4926353381,BPA,0.1000,0.0000,0.0000,2012-08-22T16:55Z,INTERNAL,,2000-02-02/CCYY-MM-DD
CAS100ATA,-901776.221,2409383.497,-5816748.487,-66.283,110.520,22.999,TRIMBLE ALLOY,GPS+QZSS+GLO+GAL+BDS,5950R40131,6.15,,2022-10-31T01:04Z,LEIAR25.R3,LEIT,9310002,BPA,000.0000,000.0000,000.0000,2013-12-11T03:00Z,INTERNAL,5 ,1998-01-09/(CCYY-MM-DD)
CCJ200JPN,-4490605.4013,3483894.7513,2884928.2222,27.068,142.195,104.626,TRIMBLE ALLOY,GPS+GLO+GAL+QZSS,6023R40093,6.10,5,2021-12-05T05:00Z,TRM59800.00,SCIS,5015353788,BPA,0.0,0.0,0.0,2016-06-23T00:00Z,INTERNAL,,2017-09-01
CEBR00ESP,4846664.918,-370195.2,4116929.526,40.453,-4.368,776.225,SEPT POLARX5TR,GPS+GLO+GAL+BDS+SBAS,4701366,5.4.0,0,2021-01-19T13:00Z,SEPCHOKE_B3E6,NONE,5661,BPA,0.1527,0.0000,0.0000,2019-09-19T10:00Z,EXTERNAL H-MASER,10 ,2012-12-21/CCYY-MM-DD
CEDU00AUS,-3753473.193,3912741.0282,-3347959.6952,-31.867,133.810,145.133,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,6140R40025,6.15,0,2022-12-15T03:56Z,LEIAR25.R4,NONE,727480,BPA,000.0250,000.0000,000.0000,2022-12-15T03:43Z,INTERNAL,,2020-01-15/(CCYY-MM-DD)
CGGN00NGA,6201032.5267,995277.2635,1113815.5634,10.123, 9.118,917.097,JAVAD TRE_G3TH DELTA,GPS+GLO,01713,3.6.4,0,2016-03-29T00:53Z,ASH701945B_M,NONE,CR519992105,BPA,000.1710,000.0000,000.0000,2012-06-03T12:26Z,INTERNAL,,2010-10-06/CCYY-MM-DD
CHAN00CHN,-2674377.0,3757198.0,4391503.0,43.790,125.443,271.958,ASHTECH UZ-12,GPS,UC2200511014,CQ00,5,2007-11-15T00:00Z,ASH701945C_M,NONE,16892,BPA,000.2500,000.0000,000.0000,2021-01-22T01:00Z,EXTERNAL H-MASER,10 ,2015-09-14/CCYY-MM-DD
CHIL00USA,-2478003.12,-4655349.22,3577932.2,34.333,-118.026,1567.929,TPS NET-G3A,GPS+GLO,618-01102,4.7 Feb 21 2019 p10,5,2019-03-25T19:45Z,TPSCR.G3,SCPL,383-1822,BPA,0.6440,0.0000,0.0000,2012-05-08T19:10Z,INTERNAL,,1994-09-02/(CCYY-MM-DD)
CHOF00JPN,-3946216.71,3366689.83,3698971.69,35.675,139.531,94.315,JAVAD TRE_G3TH DELTA,GPS+GLO+GAL+QZSS+IRNSS+SBAS,00534,3.7.10,0,2020-12-11T13:00Z,TRM57971.00,NONE,31187001,BAM,000.0000,000.0000,000.0000,2009-08-17T00:00Z,INTERNAL,,2010-11-29/CCYY-MM-DD
CHPG00BRA,4163476.6693,-4163821.9362,-2444511.1746,-22.682,-45.002,566.658,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+SBAS,5945R40131,6.16,0,2023-03-09T12:38Z,TRM59800.00,NONE,5151354351,BPA,0.4246,0.0003,0.0002,2013-03-27T00:00Z,INTERNAL,,2013-03-27T00:00Z/CCYY-MM-DD
CHPI00BRA,4164613.89,-4162456.91,-2445028.76,-22.687,-44.985,617.826,SEPT POLARX5,GPS+GLO+GAL+BDS,3013580,5.5.0,0,2023-02-28T02:38Z,TPSCR.G3,NONE,3830153,BPA,0.0792,0.000,0.000,2018-05-03T14:30Z,INTERNAL,,2001-04-17/CCYY-MM-DD
CHTI00NZL,-4607855.9,-272375.8,-4386954.5,-43.735,-176.617,76.101,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS,5921R40133,5.45,0,2020-09-22T07:52Z,TRM115000.00,NONE,1441052895,BAM,0.0020,0.0000,0.0000,2019-10-31T00:35Z,INTERNAL,,2007-12-10/CCYY-MM-DD
CHUM00KAZ,1228950.716,4508079.93,4327868.505,42.999,74.751,716.758,TRIMBLE NETRS,GPS,4549261325,1.3-2,5,2019-03-04T00:00Z,AOAD/M_T,NONE,237,BPA,0.090,0.000,0.000,2003-09-17T00:00Z,INTERNAL,,1997-10-07/CCYY-MM-DD
CHUR00CAN,-236438.7,-3307616.7,5430049.1,58.759,-94.089,-19.100,TPS NET-G3A,GPS+GLO,618-00844,4.7 Nov 23 2017 p6,5,2019-03-19T16:50Z,ASH701945E_M,NONE,CR620045037,BPA,000.1000,000.0000,000.0000,2010-09-02T00:00Z,EXTERNAL RUBIDIUM,10 ,2016-07-21
CHWK00CAN,-2215259.73,-3543996.83,4802098.77,49.157,-122.008,174.444,SEPT POLARX5,GPS+GLO+GAL+BDS,3016105,5.3.2,0,2021-03-29T00:00Z,SEPCHOKE_B3E6,SPKE,5135,BPA,0.000,0.000,0.000,2020-11-26T00:15Z,INTERNAL CLOCK STEERING,,1998-11-17/CCYY-MM-DD
CIBG00IDN,-1837002.6304,6065627.3598,-716183.2715,-6.490,106.849,169.534,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,6023R40127,6.16,0,2023-03-09T10:50Z,LEIAR25.R4,NONE,10231019,BPA,0.0000,0.0000,0.0000,2019-04-24T04:19Z,INTERNAL,,2015-10-10/CCYY-MM-DD
CIT100USA,-2491490.2616,-4660803.2317,3559129.0005,34.137,-118.127,215.770,TRIMBLE NETR9,GPS+GLO+SBAS,5301K55938,5.37,5,2019-07-25T18:28Z,TRM57971.00,NONE,50001153448,BAM,0.0000,0.0000,0.0000,2013-12-17T19:35Z,INTERNAL,,1994-09-01/CCYY-MM-DD
CKIS00COK,-5583182.1381,-2054143.6114,-2292166.7567,-21.201,-159.801,18.831,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5037K70402,5.22,0,2017-04-27T00:00Z,JAVRINGANT_DM,NONE,02028,BPA,000.0015,000.0000,000.0000,2017-12-05T00:45Z,INTERNAL,,2002-02-20/(CCYY-MM-DD)
CKSV00TWN,-2956619.1898,5075902.1717,2476625.5462,22.999,120.220,59.978,TRIMBLE ALLOY,GPS+GLO+GAL+BDS+QZSS+SBAS,5922R40060,6.12,0,2021-09-16T00:00Z,TPSCR.G3,TPSH,383-0108,BPA,0.0000,0.0000,0.0000,2007-01-26T00:00Z,INTERNAL,,2007-01-26/CCYY-MM-DD
CMP900USA,-2508506.1541,-4637174.7958,3579499.9356,34.353,-118.411,1138.413,SEPT POLARX5,GPS+GLO+GAL+SBAS,3052230,5.4.0,0,2022-03-22T00:23Z,TWIVC6150,SCIS,VC6150L1907310002,BPA,0.1265,0.0000,0.0000,2022-03-22T00:23Z,INTERNAL,,1995-06-22/(CCYY-MM-DD)
CMUM00THA,-938078.387,5968373.965,2038404.323,18.761,98.932,309.368,TRIMBLE NETR9,GPS+GLO+GAL+BDS+QZSS,5423R48734,5.37,0,2019-04-17T04:53Z,JAV_GRANT-G3T,NONE,01320,BAM,0.0000,0.0000,0.0000,2014-02-18T00:00Z,INTERNAL,,2014-02-18/CCYY-MM-DD
